CitizenID,FirstName,MiddleName,LastName,Gender,BirthDate,MaritalStatus,Nationality,Religion,ContactNumber,EmailAddress,HouseNumber,Street,PurokZone
1185,Ann,Rich,Wiggins,Female,1948-02-28,Single,Filipino,Christian,+634264623213,ann.wiggins@example.com,187,Lower Bakakeng Road,Purok 5
1186,Alexandra,Fritz,Scott,Female,1928-12-11,Single,Filipino,Christian,+631594036043,alexandra.scott@example.com,468,Montinola Subdivision,Purok 1
1187,Willie,Robinson,Black,Male,1999-05-07,Single,Filipino,Catholic,+631099389584,willie.black@example.com,396,Camp 7 Road,Purok 10
1188,Matthew,Hernandez,Garcia,Male,1977-04-01,Single,Filipino,Catholic,+631749602158,matthew.garcia@example.com,275,Bakakeng North Drive,Purok 4
1189,Edward,Leach,Bennett,Male,1951-08-17,Married,Filipino,Catholic,+633892171081,edward.bennett@example.com,92,Green Valley Street,Purok 3
1190,Karen,Williamson,Romero,Female,1953-09-04,Married,Filipino,Christian,+637659709685,karen.romero@example.com,282,Bukid Street,Purok 10
1191,Erin,Mccormick,Giles,Female,1962-03-15,Married,Filipino,Catholic,+637286111627,erin.giles@example.com,208,Bakakeng North Drive,Purok 8
1192,Kyle,Cowan,Abbott,Male,1979-03-14,Married,Filipino,Catholic,+635845431377,kyle.abbott@example.com,320,Camp 7 Road,Purok 1
1193,George,Day,Johnson,Male,1938-04-07,Married,Filipino,Catholic,+631976900414,george.johnson@example.com,78,Lower Bakakeng Road,Purok 2
1194,Tammy,Russell,Andrews,Female,1970-09-23,Married,Filipino,Christian,+639001583353,tammy.andrews@example.com,10,Green Valley Street,Purok 4
1195,Jenny,Valentine,Wells,Female,1994-08-28,Widowed,Filipino,Catholic,+631843102434,jenny.wells@example.com,127,Angelo Salinas Street,Purok 1
1196,Brooke,Guerrero,Martinez,Female,1924-12-23,Married,Filipino,Christian,+638851705622,brooke.martinez@example.com,259,Tuba Road,Purok 4
1197,Katherine,Robles,Gray,Female,1970-06-18,Widowed,Filipino,Christian,+634574847918,katherine.gray@example.com,98,Mulawin Street,Purok 10
1198,Jennifer,Gomez,Barnett,Female,1941-01-16,Widowed,Filipino,Christian,+634085841976,jennifer.barnett@example.com,45,Bakakeng North Drive,Purok 7
1199,Wyatt,Adams,Myers,Male,2013-09-22,Married,Filipino,Christian,+635702260917,wyatt.myers@example.com,488,Gibraltar Road,Purok 1
